116HG	Prader-Willi Syndrome
SPTSSB	Parkinson's Disease
SPTY2D1	Alzheimer's Disease
SQLE	Amyotrophic Lateral Sclerosis
SQOR	Parkinson's Disease
SQSTM1	Alzheimer's Disease, Parkinson's Disease
SRC	Glioma
SREBF1	Alzheimer's Disease, Parkinson's Disease
SRGAP1	Autism Spectrum Disorder
SRMS	Autism Spectrum Disorder
SRPK2	Autism Spectrum Disorder
SRPX2	Dyspraxia, Epilepsy, Rolandic Epilepsy with Speech impairment
SRR	Autism Spectrum Disorder
SRRM4	Stroke
SRRT	Glioma
SRSF10P1	Parkinson's Disease
SRXN1	Autism Spectrum Disorder
SSBP2	Glioma
SSBP4	Alzheimer's Disease
SSOs	Glioma
SSR4	Intellectual Disability
SSTR2	Neuroblastoma
SSUH2	Autism Spectrum Disorder
SSX2IP	Autism Spectrum Disorder
ST13	Autism Spectrum Disorder, Glioma
ST13P4	Multiple Sclerosis
ST18	Alzheimer's Disease
ST3GAL3	Amyotrophic Lateral Sclerosis, Autism Spectrum Disorder, Epilepsy, Intellectual Disability
ST3GAL5	Epilepsy
ST6GALNAC3	Alzheimer's Disease, Cerebral Palsy
ST7-AS1	Autism Spectrum Disorder, Glioma
ST7-AS2	Autism Spectrum Disorder
ST7-OT3	Autism Spectrum Disorder
ST7-OT4	Autism Spectrum Disorder
STAB1	Autism Spectrum Disorder, Parkinson's Disease
STAC3	Autism Spectrum Disorder
STAG1	Autism Spectrum Disorder
STAG3	Alzheimer's Disease
STAP1	Parkinson's Disease
STARD13	Intracranial Aneurysm
STAT1	Glioma
STAT3	Glioma, Multiple Sclerosis
STAT4	Multiple Sclerosis
STAU2	Alzheimer's Disease
STBD1	Parkinson's Disease
STEAP4	Restless legs Syndrome
STH	Parkinson's Disease, Progressive Supranuclear Plasy
STIMATE	Autism Spectrum Disorder
STIMATE-MUSTN1	Autism Spectrum Disorder
STK10	Alzheimer's Disease
STK19	Autism Spectrum Disorder
STK24	Alzheimer's Disease
STK26	Glioma
STK32B	Alzheimer's Disease
STK32C	Alzheimer's Disease
STK36	Amyotrophic Lateral Sclerosis
STK38L	Glioma
STK39	Parkinson's Disease
STM-7	Friedreich Ataxia
STN1	Glioma, Neuroblastoma
STRADA	Alzheimer's Disease, Epilepsy
STRBP	Autism Spectrum Disorder
STT3A	Autism Spectrum Disorder, Intellectual Disability
STT3B	Intellectual Disability
STUM	Autism Spectrum Disorder
STX1B	Epilepsy, Parkinson's Disease
STXBP1	Dystonia, Epilepsy
SUCLA2	Dystonia
SUCLG2P4	Alzheimer's Disease
SUFU	Autism Spectrum Disorder, Glioma
SULT1C2	Parkinson's Disease
SUMF1	Hydrocephalus, Multiple Sclerosis
SUMO2P6	Alzheimer's Disease, Stroke
SUN1	Autism Spectrum Disorder
SUSD1	Amyotrophic Lateral Sclerosis, Intracranial Aneurysm
SUSD2	Amyotrophic Lateral Sclerosis
SUSD6	Alzheimer's Disease
SUV39H1	Glioma
SUZ12P1	Alzheimer's Disease
SV2A	Glioma
SV2C	Parkinson's Disease
SVIL2P	Multiple Sclerosis
SYCP2	Dystonia
SYDE2	Multiple Sclerosis
SYK	Alzheimer's Disease, Multiple Sclerosis
SYN1	Epilepsy, Intellectual Disability
SYN3	Alzheimer's Disease, Intracranial Aneurysm
SYNDIG1L	Huntington's Disease
SYNE1	Autism Spectrum Disorder, Autosomal Recessive Cerebellar Ataxia Type 1, Muscular Dystrophy
SYNE2	Muscular Dystrophy
SYNGAP1-AS1	Autism Spectrum Disorder
SYNGAP1	Autism Spectrum Disorder, Epilepsy, Intellectual Disability
SYNJ1	Alzheimer's Disease
SYNM	Alzheimer's Disease
SYNPO2	Muscular Dystrophy
SYP	Intellectual Disability
SYT10	Parkinson's Disease
SYT11	Parkinson's Disease
SYT16	Alzheimer's Disease
SYT17	Parkinson's Disease
SYT1	Autism Spectrum Disorder
SYT2	Epilepsy
SYT4	Parkinson's Disease
SYTL2	Alzheimer's Disease
SZT2	Alzheimer's Disease, Epilepsy, Intellectual Disability
TACC	Glioma
TAF1C	Autism Spectrum Disorder
TAF1	Dystonia, Huntington's Disease
TAF2	Intellectual Disability
TAF5	Autism Spectrum Disorder
TAFA4	Alzheimer's Disease
TAGAP	Alzheimer's Disease, Multiple Sclerosis
TAGLN2	Glioma
TANC1	Restless legs Syndrome
TAOK2	Autism Spectrum Disorder
TAP1	Autism Spectrum Disorder
TAP2	Autism Spectrum Disorder
TAPBP	Autism Spectrum Disorder
TARDBP	Motor Neurone Disease
TAS1R2	Parkinson's Disease
TAS2R1	Autism Spectrum Disorder
TAS2R62P	Alzheimer's Disease
TATDN2	Autism Spectrum Disorder
TBC1D1	Amyotrophic Lateral Sclerosis, Cerebral Palsy
TBC1D24	Cerebral Palsy, Epilepsy, Intellectual Disability
TBC1D5	Parkinson's Disease
TBC1D7	Intellectual Disability
TBCD	Alzheimer's Disease, Epilepsy, Intellectual Disability
TBCK	Epilepsy, Intellectual Disability
TBK1	Amyotrophic Lateral Sclerosis
TBKBP1	Multiple Sclerosis
TBL1Y	Autism Spectrum Disorder
TBX21	Multiple Sclerosis
TBX6	Autism Spectrum Disorder, Multiple Sclerosis
TCAM1P	Alzheimer's Disease
TCAP	Alzheimer's Disease, Muscular Dystrophy
TCERG1	Huntington's Disease
TCF15	Autism Spectrum Disorder
TCF19	Autism Spectrum Disorder
TCF20	Autism Spectrum Disorder
TCF24	Intracranial Aneurysm
TCF3	Alzheimer's Disease, Glioma
TCF4-AS1	Autism Spectrum Disorder
TCF4	Autism Spectrum Disorder, Epilepsy
TCF7	Multiple Sclerosis
TCIM	Parkinson's Disease
TCL1A	Alzheimer's Disease
TCP10L2	Alzheimer's Disease
TDGF1	Glioma
TDRD9	Autism Spectrum Disorder
TEAD1	Glioma
TEAD2	Glioma
TEAD4	Narcolepsy, Neuroblastoma
TECR	Intellectual Disability
TECTA	Alzheimer's Disease
TEF	Autism Spectrum Disorder, Multiple Sclerosis
TEK	Glioma
TELO2	Alzheimer's Disease
TENM4	Alzheimer's Disease, Autism Spectrum Disorder
TENT2	Autism Spectrum Disorder
TEPSIN	Alzheimer's Disease
TERC	Alzheimer's Disease, Glioma
TERF1	Glioma
TERT	Glioma, Multiple Sclerosis
TES	Glioma
TET2	Cerebral Palsy, Multiple Sclerosis
TET3	Glioma
TEX33	Alzheimer's Disease
TFAP2E	Alzheimer's Disease
TF	Glioma
TFPT	Alzheimer's Disease
TFRC	Glioma
TG2	Glioma
TG	Autism Spectrum Disorder, Multiple Sclerosis
TGFB1	Glioma
TGFB2	Alzheimer's Disease
TGFBI	Stroke
TGFBR1	Cerebral Aneurysm
TGFBR2	Cerebral Aneurysm
TGFBR3	Multiple Sclerosis
TGM6	Alzheimer's Disease
THADA	Multiple Sclerosis
THAP1	Dystonia
THBS3	Gaucher Disease
TH	Dystonia, Neuroblastoma, Parkinson's Disease
THEM4	Epilepsy
THEMIS	Multiple Sclerosis
THNSL1	Alzheimer's Disease
THOC6	Intellectual Disability
THSD4	Alzheimer's Disease, Parkinson's Disease
THSD7A	Alzheimer's Disease
TIAL1	Parkinson's Disease
TIMM10B	Dystonia
TIMM10	Dystonia
TIMM13	Alzheimer's Disease, Dystonia
TIMM8A	Dystonia
TIMM8B	Dystonia
TIMM9	Dystonia
TIMMDC1	Multiple Sclerosis
TIMP1	Glioma
TIMP2	Alzheimer's Disease
TIMP3	Alzheimer's Disease
TJP2	Friedreich Ataxia
TLCD3B	Autism Spectrum Disorder
TLE5	Alzheimer's Disease
TLL1	Multiple Sclerosis
TLN2	Alzheimer's Disease
TLR3	Coma, Encephalitis
TLR4	Glioma
TLR5	Alzheimer's Disease
TLR9	Autism Spectrum Disorder, Glioma, Parkinson's Disease
TMC3	Parkinson's Disease
TMC5	Alzheimer's Disease
TMED9	Alzheimer's Disease
TMEM106B	Alzheimer's Disease
TMEM108	Stroke
TMEM114	Intracranial Aneurysm
TMEM132C	Alzheimer's Disease
TMEM140	Glioma
TMEM14B	Autism Spectrum Disorder
TMEM161B-AS1	Autism Spectrum Disorder
TMEM163	Parkinson's Disease
TMEM175	Parkinson's Disease
TMEM17	Cerebral Palsy
TMEM196	Intracranial Aneurysm
TMEM200A	Alzheimer's Disease
TMEM204	Epilepsy
TMEM212	Parkinson's Disease
TMEM219	Autism Spectrum Disorder
TMEM229B	Parkinson's Disease
TMEM244	Multiple Sclerosis
TMEM39A	Glioma, Multiple Sclerosis
TMEM41A	Alzheimer's Disease
TMEM47	Multiple Sclerosis
TMEM67	Agenesis Corpus Callosum
TMEM72-AS1	Parkinson's Disease
TMEM74B	Multiple Sclerosis
TMEM94	Alzheimer's Disease
TMOD1	Intracranial Aneurysm
TMX2	Autism Spectrum Disorder
TMX2-CTNND1	Autism Spectrum Disorder
TNETS	Neuroblastoma
TNFAIP3	Glioma, Multiple Sclerosis
TNFAIP8	Multiple Sclerosis
TNF	Autism Spectrum Disorder, Glioma
TNFRSF12A	Glioma
TNFRSF14	Multiple Sclerosis
TNFRSF1A	Multiple Sclerosis
TNFSF10	Glioma
TNFSF14	Multiple Sclerosis
TNFSF4	Narcolepsy
TNIK	Intellectual Disability
TNIP1	Amyotrophic Lateral Sclerosis
TNIP2	Multiple Sclerosis
TNIP3	Multiple Sclerosis
TNNC1	Autism Spectrum Disorder
TNP2	Multiple Sclerosis
TNS3	Epilepsy
TNXA	Autism Spectrum Disorder
TNXB	Alzheimer's Disease, Autism Spectrum Disorder
TOB2	Autism Spectrum Disorder
TOB2P1	Autism Spectrum Disorder
TOMM40	Alzheimer's Disease
TOP3A	Glioma
TOR1A	Dystonia
TOR1B	Dystonia
TOX2	Multiple Sclerosis
TOX3	Parkinson's Disease, Restless legs Syndrome
TP53	Glioma, Hydrocephalus, Neuroblastoma
TP53INP1	Alzheimer's Disease
TP53INP2	Alzheimer's Disease
TP53TG1	Ataxia Telangiectasia
TP53TG3HP	Alzheimer's Disease
TP73-AS1	Glioma
TP73	Glioma, Huntington's Disease
TPH2	Attention Deficit Hyperactivity Disorder
TPM1	Parkinson's Disease
TPM3	Alzheimer's Disease
TPO	Intellectual Disability
TPP1	Epilepsy
TPRG1	Alzheimer's Disease
TPST1	Alzheimer's Disease
TPT1-AS1	Glioma
TPT1P9	Epilepsy
TPX2	Glioma
TRABD	Alzheimer's Disease
TRAC	Multiple Sclerosis
TRAF3IP2-AS1	Schizophrenia
TRAF3	Multiple Sclerosis
TRAJ10	Narcolepsy
TRAK1	Alzheimer's Disease
TRA	Narcolepsy
TRANK1	Autism Spectrum Disorder
TRAP1	Glioma
TRAPPC10	Epilepsy
TRAPPC6A	Alzheimer's Disease
TRAPPC9	Intellectual Disability
TRB	Narcolepsy
TREH	Multiple Sclerosis
TREM2	Alzheimer's Disease
TREM	Alzheimer's Disease
TREML2	Alzheimer's Disease
TREX1	Encephalitis
TRH	Alzheimer's Disease
TRIB2	Multiple Sclerosis
TRIM10	Autism Spectrum Disorder
TRIM14	Multiple Sclerosis
TRIM15	Alzheimer's Disease, Autism Spectrum Disorder
TRIM22	Glioma
TRIM24	Glioma
TRIM26	Alzheimer's Disease, Autism Spectrum Disorder
TRIM27	Autism Spectrum Disorder
TRIM29	Stroke
TRIM2	Autism Spectrum Disorder, Multiple Sclerosis
TRIM31-AS1	Autism Spectrum Disorder
TRIM31	Autism Spectrum Disorder
Trim32	Glioma
TRIM32	Muscular Dystrophy
TRIM33	Autism Spectrum Disorder
TRIM38	Autism Spectrum Disorder
TRIM39	Autism Spectrum Disorder
TRIM39-RPP21	Autism Spectrum Disorder
TRIM40	Autism Spectrum Disorder, Parkinson's Disease
TRIM51CP	Alzheimer's Disease
TRIM56	Alzheimer's Disease
TRIM5	Alzheimer's Disease
TRIM65	Autism Spectrum Disorder
TRIM71	Multiple Sclerosis
TRIM8	Autism Spectrum Disorder
TRIO	Intellectual Disability
TRIP10	Huntington's Disease
TRIP4	Alzheimer's Disease
TRMT10A	Intellectual Disability
TRMT61A	Autism Spectrum Disorder
TRP53	Glioma
TRPM1	Alzheimer's Disease
TRPM2	Alzheimer's Disease, Parkinson's Disease
TRPM4	Alzheimer's Disease
TRPM5	Alzheimer's Disease
TRPM7	Amyotrophic Lateral Sclerosis
TRPS1	Parkinson's Disease
TRPV1	Glioma
TRPV5	Glioma
TRRAP	Alzheimer's Disease, Glioma
TSBP1-AS1	Autism Spectrum Disorder
TSBP1	Autism Spectrum Disorder, Multiple Sclerosis
TSC1	Epilepsy, Glioma, Tuberous Sclerosis
TSC2	Glioma, Tuberous Sclerosis
TSEN15	Pontocerebellar Hypoplasia
TSEN2	Epilepsy, Pontocerebellar Hypoplasia
TSEN34	Epilepsy, Pontocerebellar Hypoplasia
TSEN54	Epilepsy, Pontocerebellar Hypoplasia
TSFM	Multiple Sclerosis
TSG1	Parkinson's Disease
TSHR	Down Syndrome
TSHZ2	Parkinson's Disease
TSLC1-AS1	Glioma
TSNARE1	Autism Spectrum Disorder
TSPAN13	Alzheimer's Disease
TSPAN16	Alzheimer's Disease
TSPAN5	Stroke
TSPEAR	Amyotrophic Lateral Sclerosis, Epilepsy
TSPOAP1	Alzheimer's Disease
TSPOAP1-AS1	Alzheimer's Disease, Stroke
TSPO	Glioma
TSR1	Autism Spectrum Disorder
TST	Alzheimer's Disease
TTBK1	Autism Spectrum Disorder, Stroke
TTC21B	Epilepsy
TTC22	Alzheimer's Disease
TTC28	Multiple Sclerosis
TTC3	Down Syndrome
TTC5	Alzheimer's Disease
TTLL4	Amyotrophic Lateral Sclerosis
TTLL7	Alzheimer's Disease, Autism Spectrum Disorder
TTN	Muscular Dystrophy
TTPA	Friedreich Ataxia
TTR	Stroke
TUBA1B	Glioma
TUBB2A	Epilepsy
TUBB3	Agenesis Corpus Callosum
TUBB4A	Dystonia, Intellectual Disability
TUBB8P6	Alzheimer's Disease
TUBB	Autism Spectrum Disorder
TUG1	Alzheimer's Disease, Glioma, Huntington's Disease, Multiple Sclerosis
TULP4	Alzheimer's Disease
TUSC2	Alzheimer's Disease
TUSC3	Intellectual Disability
TUSC7	Glioma, Parkinson's Disease
TUT4	Cerebral Palsy
TWF2	Autism Spectrum Disorder
TWIST1	Stroke
TXK	Multiple Sclerosis
TYK2	Multiple Sclerosis
TYW3	Amyotrophic Lateral Sclerosis
TYW5	Autism Spectrum Disorder
U1 spliceosomal lncRNA	Parkinson's Disease
U91319.1	Autism Spectrum Disorder
U95743.1	Autism Spectrum Disorder
UBA52P1	Alzheimer's Disease
UBA5	Epilepsy, Intellectual Disability
UBAP1L	Alzheimer's Disease
UBAP2	Parkinson's Disease
UBASH3B	Alzheimer's Disease, Multiple Sclerosis
UBD	Autism Spectrum Disorder
UBE2A	Epilepsy, Intellectual Disability
UBE2C	Glioma
UBE2D2	Alzheimer's Disease
UBE2D3	Autism Spectrum Disorder
UBE2E3	Multiple Sclerosis
UBE2J2	Alzheimer's Disease
UBE2Q2L	Autism Spectrum Disorder
UBE2Q2P1	Autism Spectrum Disorder
UBE3C	Alzheimer's Disease
UBTF	Parkinson's Disease
UBXN11	Alzheimer's Disease
UBXN2B	Narcolepsy
UBXN6	Multiple Sclerosis
uc.283-plus	Glioma
UCA1	Glioma
UCH1LAS	Parkinson's Disease
UCHL1-DT	Parkinson's Disease
UCHL1	Parkinson's Disease
UCK2	Multiple Sclerosis
UGT1A10	Neuroblastoma
UGT1A6	Neuroblastoma
UGT1A7	Neuroblastoma
UGT1A8	Neuroblastoma
UGT1A9	Neuroblastoma
UMODL1	Alzheimer's Disease
UMODL1-AS1	Alzheimer's Disease
UNC13A	Amyotrophic Lateral Sclerosis
UNC13B	Parkinson's Disease
UNC5B	Alzheimer's Disease
UNC5CL	Alzheimer's Disease
UNC80	Epilepsy, Intellectual Disability
UNC93B1	Coma, Encephalitis
UNK	Multiple Sclerosis
UPF3B	Intellectual Disability
USP15	Glioma
USP25	Parkinson's Disease
USP32	Alzheimer's Disease
USP36	Alzheimer's Disease
USP6NL	Alzheimer's Disease
USP9X	Epilepsy
UTRNB	Muscular Dystrophy
UTRN	Restless legs Syndrome
UTS2B	Alzheimer's Disease
UTY	Autism Spectrum Disorder
UVRAG	Stroke
VAMP4	Parkinson's Disease
VAMP8	Glioma
VANGL1	Meningitis
VANGL2	Multiple Sclerosis
VARS1	Autism Spectrum Disorder
VARS2	Autism Spectrum Disorder
VASORIN	Glioma
VAT1	Alzheimer's Disease
VAT1L	Alzheimer's Disease
VAV2	Multiple Sclerosis, Tuberous Sclerosis
VAX1	Autism Spectrum Disorder
VCAM1	Multiple Sclerosis
VCP	Muscular Dystrophy, Parkinson's Disease
VEGFA	Glioma
VEGFC	Glioma
VEG	Glioma
VEZT	Autism Spectrum Disorder
VIPR2	Alzheimer's Disease, Cerebral Palsy
VKORC1	Alzheimer's Disease
VLDLR	Alzheimer's Disease, "Cerebellar Ataxia, Mental Retardation and Disequilibrium Syndrome"
VMP1	Multiple Sclerosis
VN1R10P	Autism Spectrum Disorder
VN2R20P	Alzheimer's Disease
VPS13A	Epilepsy
VPS13C	Autism Spectrum Disorder, Parkinson's Disease
VPS13D	Autism Spectrum Disorder
VPS26C	Down Syndrome
VPS51	Glioma
VPS52	Autism Spectrum Disorder
VRK1	Pontocerebellar Hypoplasia
VRK2	Autism Spectrum Disorder, Epilepsy
VRK3	Alzheimer's Disease
VRTN	Alzheimer's Disease
VSIG2	Autism Spectrum Disorder
VSIG8	Alzheimer's Disease
VSIR	Alzheimer's Disease
VSX2	Alzheimer's Disease
VTI1A	Glioma, Multiple Sclerosis
VWA1	Alzheimer's Disease
VWA5B1	Alzheimer's Disease
VWA7	Autism Spectrum Disorder
VWA8	Multiple Sclerosis
VWC2	Autism Spectrum Disorder
VWF	Alzheimer's Disease
W1	Glioma
WAC	Alzheimer's Disease, Intellectual Disability
WASHC5	Amyotrophic Lateral Sclerosis
WBP1L	Autism Spectrum Disorder
WBP2NL	Autism Spectrum Disorder
WDFY4	Cerebral Palsy, Stroke
WDR25	Alzheimer's Disease
WDR33	Autism Spectrum Disorder
WDR41	Alzheimer's Disease
WDR46	Autism Spectrum Disorder
WDR4	Epilepsy
WDR70	Alzheimer's Disease
WDR73	Autism Spectrum Disorder
WDR7	Multiple Sclerosis
WDR81	Alzheimer's Disease, "Cerebellar Ataxia, Mental Retardation and Disequilibrium Syndrome"
WDR82	Autism Spectrum Disorder
WDR86	Alzheimer's Disease
WDR89	Epilepsy
WEE1	Glioma
WHAMMP3	Prader-Willi Syndrome
WIPF1	Alzheimer's Disease
WNT2	Autism Spectrum Disorder
WNT2B	Stroke
WNT3	Alzheimer's Disease, Parkinson's Disease
WNT5A	Glioma
WNT5B	Alzheimer's Disease
WNT7a	Glioma
WNT7b	Glioma
WNT8A	Autism Spectrum Disorder
WNT9A	Parkinson's Disease
WT1	Glioma
WWC1	Alzheimer's Disease
WWOX	Alzheimer's Disease, Epilepsy, Intellectual Disability, Multiple Sclerosis
WWP1P1	Narcolepsy
WWTR1	Glioma
XIAP	Autism Spectrum Disorder
XIST	Down Syndrome, Glioma
XKR4	Autism Spectrum Disorder
XKR6	Autism Spectrum Disorder, Intracranial Aneurysm
XLOC_001711	Glioma
XLOC_010967	Glioma
XPNPEP3	Autism Spectrum Disorder
XPO4	Neuroblastoma
XR_246024.1	Epilepsy
XRCC3	Autism Spectrum Disorder
XRN2	Autism Spectrum Disorder
XXbac-B135H6.18	Alzheimer's Disease
XXbac-B135H6.19	Alzheimer's Disease
XXbac-BPG181M17.5	Cerebral Palsy
XXbac-BPG308K3.6	Alzheimer's Disease
XXyac-YR21IF11.3	Alzheimer's Disease
XYLB	Autism Spectrum Disorder
YAP1	Huntington's Disease
YARS1	Charcot-Marie-Tooth Disease
YKL-40	Glioma
YPEL3	Autism Spectrum Disorder
YPEL4	Autism Spectrum Disorder
Y_RNA	Alzheimer's Disease
YWHAG	Multiple Sclerosis
YY1AP1	Glioma
Z82202.1	Restless legs Syndrome
ZAR1	Glioma
ZBED3-AS1	Autism Spectrum Disorder
ZBED5-AS1	Alzheimer's Disease
ZBED9	Autism Spectrum Disorder
ZBTB12	Autism Spectrum Disorder
ZBTB16	Glioma
ZBTB18	Intellectual Disability
ZBTB22	Autism Spectrum Disorder
ZBTB38	Multiple Sclerosis
ZBTB40	Amyotrophic Lateral Sclerosis
ZBTB46	Multiple Sclerosis
ZBTB7B	Multiple Sclerosis
ZBTB9	Autism Spectrum Disorder
ZC2HC1A	Multiple Sclerosis
ZC3H7B	Autism Spectrum Disorder
ZC3HAV1	Multiple Sclerosis
ZC4H2	Intellectual Disability
ZCCHC10	Alzheimer's Disease
ZCCHC24	Alzheimer's Disease, Autism Spectrum Disorder
ZCH13	Glioma
ZCWPW1	Alzheimer's Disease
ZDHHC2	Parkinson's Disease
ZDHHC5	Autism Spectrum Disorder
ZDHHC9	Intellectual Disability
ZEB2	Epilepsy
ZFAND3	Glioma
ZFAS1	Glioma
ZFHX3	Alzheimer's Disease, Multiple Sclerosis, Stroke
ZFP36L1	Alzheimer's Disease, Multiple Sclerosis
ZFP57	Autism Spectrum Disorder, Glioma
ZFP64	Amyotrophic Lateral Sclerosis, Parkinson's Disease
ZFPM2	Autism Spectrum Disorder
ZFYVE21	Autism Spectrum Disorder
ZFYVE9P2	Alzheimer's Disease
ZHX3	Multiple Sclerosis
ZIC1	Multiple Sclerosis
ZKSCAN3	Autism Spectrum Disorder
ZKSCAN4	Autism Spectrum Disorder
ZKSCAN8	Autism Spectrum Disorder
ZKSCAN8P1	Autism Spectrum Disorder
ZMIZ1	Autism Spectrum Disorder, Multiple Sclerosis
ZNF12	Alzheimer's Disease
ZNF142	Amyotrophic Lateral Sclerosis
ZNF165	Autism Spectrum Disorder, Parkinson's Disease
ZNF184	Autism Spectrum Disorder, Parkinson's Disease
ZNF204P	Autism Spectrum Disorder
ZNF217	Multiple Sclerosis
ZNF224	Alzheimer's Disease
ZNF232	Alzheimer's Disease
ZNF264	Autism Spectrum Disorder
ZNF273	Alzheimer's Disease
ZNF295-AS1	Alzheimer's Disease
ZNF311	Autism Spectrum Disorder
ZNF318	Autism Spectrum Disorder
ZNF322	Autism Spectrum Disorder
ZNF354A	Autism Spectrum Disorder
ZNF365	Autism Spectrum Disorder, Multiple Sclerosis, Narcolepsy
ZNF37BP	Autism Spectrum Disorder
ZNF391	Autism Spectrum Disorder
ZNF395	Huntington's Disease
ZNF396	Parkinson's Disease
ZNF408	Autism Spectrum Disorder
ZNF41	Intellectual Disability
ZNF433	Multiple Sclerosis
ZNF438	Multiple Sclerosis
ZNF440	Autism Spectrum Disorder
ZNF441	Autism Spectrum Disorder
ZNF462	Alzheimer's Disease
ZNF469	Alzheimer's Disease
ZNF491	Autism Spectrum Disorder
ZNF501	Alzheimer's Disease
ZNF529	Autism Spectrum Disorder
ZNF568	Autism Spectrum Disorder
ZNF573	Alzheimer's Disease
ZNF57	Alzheimer's Disease
ZNF580	Alzheimer's Disease
ZNF581	Alzheimer's Disease
ZNF592	Alzheimer's Disease, Autism Spectrum Disorder
ZNF599	Alzheimer's Disease
ZNF608	Parkinson's Disease
ZNF615	Autism Spectrum Disorder
ZNF646	Parkinson's Disease
ZNF652	Multiple Sclerosis
ZNF674	Intellectual Disability
ZNF680	Autism Spectrum Disorder
ZNF689	Alzheimer's Disease
ZNF708	Autism Spectrum Disorder
ZNF711	Intellectual Disability
ZNF746	Amyotrophic Lateral Sclerosis, Multiple Sclerosis
ZNF767P	Multiple Sclerosis
ZNF772	Alzheimer's Disease
ZNF77	Alzheimer's Disease
ZNF804A	Alzheimer's Disease, Autism Spectrum Disorder
ZNF804B	Restless legs Syndrome
ZNF813	Alzheimer's Disease
ZNF81	Intellectual Disability
ZNF821	Autism Spectrum Disorder
ZNF823	Autism Spectrum Disorder
ZNF862	Alzheimer's Disease
ZNF877P	Autism Spectrum Disorder
ZNHIT3	Multiple Sclerosis
ZNRD1ASP	Autism Spectrum Disorder
ZP3P1	Narcolepsy
ZP3P2	Autism Spectrum Disorder
ZPLD1	Multiple Sclerosis
ZSCAN12	Autism Spectrum Disorder
ZSCAN12P1	Autism Spectrum Disorder
ZSCAN16-AS1	Autism Spectrum Disorder, Parkinson's Disease
ZSCAN16	Autism Spectrum Disorder
ZSCAN23	Autism Spectrum Disorder
ZSCAN26	Autism Spectrum Disorder
ZSCAN2	Autism Spectrum Disorder
ZSCAN31	Autism Spectrum Disorder
ZSCAN9	Autism Spectrum Disorder
ZSWIM6	Autism Spectrum Disorder
ZYG11B	Autism Spectrum Disorder
ZZEF1	Alzheimer's Disease
